seed,network,n_outskirts,osm_inner_km,osm_outer_km,osm_cache_dir,fleet_size,capacity,service_end_time,placement,intensity,base_rate,structural_zero_prob,announce_lead_min,arrival_buffer_min,dispatcher,n_regions,rebalance_interval_min,forecast_lookahead_min,collect_to,scorer_path,scorer_mode,scorer_top_k,scorer_filter_logit_threshold,assignment_rate,n_assigned,n_requests,mean_wall_ms,median_wall_ms,p95_wall_ms,max_wall_ms,total_wall_s,n_active,mean_route_length,total_deployment_min,runtime_s
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.6043956043956044,165,273,1.1998377638040008,1.1940409895032644,2.2064001765102144,2.543957903981209,0.3275557095184922,60,5.5,78610.2090989233,0.33190691703930497
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.6227106227106227,170,273,1.009409138489337,0.5527500761672854,2.7525329496711493,2.850916935130954,0.27556869480758905,60,5.666666666666667,78538.90070993385,0.2802582500735298
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.5384615384615384,147,273,0.8591440652971303,0.664166989736259,1.7006164183840156,2.2984169190749526,0.23454632982611656,60,4.9,78298.45946751656,0.2391289999941364
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.35267857142857145,158,448,6.3921608676277435,7.60945794172585,7.961037498898804,8.271500002592802,2.863688068697229,60,5.266666666666667,78620.14217641602,2.8684310419484973
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.34598214285714285,155,448,5.431911289893573,7.800916442647576,8.123243838781491,8.596790954470634,2.4334962578723207,60,5.166666666666667,78609.98450068821,2.438804458011873
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.4330357142857143,194,448,2.6782644113804315,2.1856874809600413,6.009981333045289,6.136375013738871,1.1998624562984332,60,6.466666666666667,78587.0963492888,1.2045545410364866
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.421875,189,448,1.9871699272958463,1.7168544582091272,5.157826846698299,5.401332979090512,0.8902521274285391,60,6.3,78491.54746979162,0.8958988749654964
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.3950892857142857,177,448,1.6119738393172156,1.4801040524616838,3.6617561243474483,3.9903749711811543,0.7221642800141126,60,5.9,78472.02569957437,0.7275819999631494
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.944954128440367,103,109,2.3203520414017893,2.244457951746881,3.9752339944243427,4.195583052933216,0.25291837251279503,57,1.7166666666666666,152431.43045548478,0.2565794170368463
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.944954128440367,103,109,1.125116627492489,0.9609999833628535,1.8275913549587128,4.030292038805783,0.12263771239668131,58,1.7166666666666666,152510.48649210454,0.12665525008924305
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.944954128440367,103,109,0.6612774941625945,0.4989580484107137,1.5473502455279227,1.6977500636130571,0.0720792468637228,51,1.7166666666666666,152088.5656248257,0.07673508301377296
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.944954128440367,103,109,0.4464464759830078,0.369583023712039,0.8980672573670739,1.6174160409718752,0.04866266588214785,55,1.7166666666666666,152256.2813745391,0.053912625066004694
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.926605504587156,101,109,0.35998123321989806,0.2942909486591816,0.6363172316923734,1.3350410154089332,0.03923795442096889,72,1.6833333333333333,153126.6252820608,0.04436037503182888
23,memphis_osm,25,8.0,40.0,data/osm_cache,120,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.9523809523809523,260,273,5.545349994200135,5.638291942887008,9.487700019963086,10.027416981756687,1.5138805484166369,119,4.333333333333333,156727.54880174494,1.5179143330315128
